timestamp,pupil_left,pupil_right,validity_left,validity_right,event
9390330.814,4.48035,4.01851,0,0,white
9390347.481,4.47795,4.02164,0,0,white
9390364.147,4.47816,4.00917,0,0,white
9390380.814,4.49948,4.01501,0,0,white
9390397.481,4.50076,4.01515,0,0,white
9390414.147,4.47549,4.00134,0,0,white
9390430.814,4.47807,3.99983,0,0,white
9390447.481,4.47441,3.99594,0,0,white
9390464.147,4.47728,3.99825,0,0,white
9390480.814,4.47815,4.00058,0,0,white
9390497.481,4.47937,4.00084,0,0,white
9390514.147,4.48233,3.99765,0,0,white
9390530.814,4.48756,4.00171,0,0,white
9390547.481,4.49126,4.00502,0,0,white
9390564.147,4.49612,4.00969,0,0,white
9390580.814,4.50041,4.01202,0,0,white
9390597.481,4.50761,4.01357,0,0,white
9390614.147,4.51366,4.02142,0,0,white
9390630.814,4.5218,4.0231,0,0,white
9390647.481,4.52515,4.02928,0,0,white
9390664.147,4.53035,4.02974,0,0,white
9390680.814,4.53336,4.03537,0,0,white
9390697.481,4.56688,4.06519,0,0,white
9390714.147,4.54358,4.07181,0,0,white
9390730.814,4.54169,4.06985,0,0,white
9390747.481,4.54836,4.06941,0,0,white
9390764.147,4.54309,4.06857,0,0,white
9390780.814,4.53903,4.06323,0,0,white
9390797.481,4.53148,4.05937,0,0,white
9390814.147,4.52614,4.05727,0,0,white
9390830.814,4.52139,4.05023,0,0,white
9390847.481,4.51526,4.04501,0,0,white
9390864.147,4.50809,4.0424,0,0,white
9390880.814,4.50288,4.03775,0,0,white
9390897.481,4.50572,4.02933,0,0,white
9390914.147,4.49927,4.02562,0,0,white
9390930.814,4.49271,4.01758,0,0,white
9390947.481,4.49016,4.01189,0,0,white
9390964.147,4.48839,4.00737,0,0,white
9390980.814,4.48497,4.00677,0,0,white
9390997.481,4.48703,4.00334,0,0,white
9391014.147,4.48398,4.00487,0,0,white
9391030.814,4.48572,3.99765,0,0,white
9391047.481,4.49274,4.00534,0,0,white
9391064.147,4.50194,4.00317,0,0,white
9391080.814,4.4968,4.00365,0,0,white
9391097.481,4.50404,4.0011,0,0,white
9391114.147,4.51244,4.00211,0,0,white
9391130.814,4.51703,4.01178,0,0,white
9391147.481,4.52214,4.01785,0,0,white
9391164.147,4.5321,4.01639,0,0,white
9391180.814,4.53728,4.02422,0,0,white
9391197.481,4.54576,4.02483,0,0,white
9391214.147,4.55208,4.03496,0,0,white
9391230.814,4.56664,4.03468,0,0,white
9391247.481,4.56825,4.04823,0,0,white
9391264.147,4.56989,4.04517,0,0,white
9391280.814,4.57613,4.04659,0,0,white
9391297.481,4.5798,4.05035,0,0,white
9391314.147,4.57614,4.05611,0,0,white
9391330.814,4.57884,4.05162,0,0,white
9391347.481,4.57759,4.04907,0,0,white
9391364.147,4.57915,4.04663,0,0,white
9391380.814,4.57358,4.04306,0,0,white
9391397.481,4.56973,4.03581,0,0,white
9391414.147,4.55862,4.03677,0,0,white
9391430.814,4.55919,4.02267,0,0,white
9391447.481,4.55402,4.01353,0,0,white
9391464.147,4.54294,4.00914,0,0,white
9391480.814,4.53384,4.00023,0,0,white
9391497.481,4.52707,3.9984,0,0,white
9391514.147,4.51845,3.98543,0,0,white
9391530.814,4.5069,3.9828,0,0,white
9391547.481,4.49815,3.97523,0,0,white
9391564.147,4.48653,3.97005,0,0,white
9391580.814,4.48039,3.96155,0,0,white
9391597.481,4.46664,3.95882,0,0,white
9391614.147,4.46373,3.95081,0,0,white
9391630.814,4.45265,3.937,0,0,white
9391647.481,4.44214,3.92845,0,0,white
9391664.147,4.43158,3.92517,0,0,white
9391680.814,4.42137,3.91341,0,0,white
9391697.481,4.41118,3.91068,0,0,white
9391714.147,4.40039,3.89969,0,0,white
9391730.814,4.39189,3.89706,0,0,white
9391747.481,4.38142,3.88477,0,0,white
9391764.147,4.37303,3.88023,0,0,white
9391780.814,4.36392,3.87485,0,0,white
9391797.481,4.35435,3.86978,0,0,white
9391814.147,4.34488,3.86378,0,0,white
9391830.814,4.33952,3.86284,0,0,white
9391847.481,4.33177,3.84364,0,0,white
9391864.147,4.3246,3.83704,0,0,white
9391880.814,4.31361,3.83459,0,0,white
9391897.481,4.30522,3.83421,0,0,white
9391914.147,4.29654,3.84196,0,0,white
9391930.814,4.28575,3.83528,0,0,white
9391947.481,4.27783,3.82988,0,0,white
9391964.147,4.27451,3.82181,0,0,white
