id,date,vegan
804135,28-07-2018,0
804168,31-07-2018,0
804187,02-07-2018,0
804196,12-07-2018,0
804211,02-07-2018,0
804226,31-07-2018,0
804238,04-07-2018,0
804284,11-07-2018,0
804296,04-07-2018,0
804315,30-07-2018,0
804337,03-07-2018,0
804360,02-07-2018,0
804375,02-07-2018,0
804397,03-07-2018,0
804406,23-07-2018,0
804412,27-07-2018,0
804455,21-07-2018,0
804473,05-07-2018,0
804476,03-07-2018,0
804483,04-07-2018,0
804489,05-07-2018,0
804495,24-07-2018,0
804516,28-08-2018,0
804522,18-07-2018,0
804556,04-07-2018,0
804562,07-07-2018,0
804565,23-07-2018,0
804617,18-07-2018,0
804626,15-07-2018,0
804641,10-07-2018,0
804655,02-07-2018,0
804675,02-07-2018,0
804721,13-07-2018,0
804742,02-07-2018,0
804760,02-07-2018,0
804763,06-07-2018,0
804773,26-08-2018,0
804776,24-07-2018,0
804806,09-07-2018,0
804895,16-07-2018,0
804916,22-08-2018,0
804925,03-07-2018,0
804949,20-08-2018,0
804953,10-07-2018,0
804968,28-07-2018,0
805007,05-07-2018,0
805017,27-07-2018,0
805023,30-07-2018,0
805059,06-07-2018,0
805062,17-07-2018,0
805068,03-07-2018,0
805096,21-07-2018,0
805099,30-07-2018,0
805130,02-07-2018,0
805139,18-07-2018,0
805145,28-08-2018,0
805157,02-07-2018,0
805166,08-07-2018,0
805181,16-07-2018,0
805206,23-07-2018,0
805224,03-07-2018,0
805252,03-07-2018,0
805258,09-07-2018,0
805273,29-07-2018,0
805288,17-07-2018,0
805300,02-07-2018,0
805303,03-07-2018,0
805319,03-07-2018,0
805334,10-07-2018,0
805340,08-07-2018,0
805349,14-07-2018,0
805364,16-07-2018,0
805380,25-07-2018,1
805383,18-07-2018,0
805435,02-07-2018,0
805444,15-07-2018,0
805471,25-08-2018,0
805484,05-07-2018,0
805496,06-07-2018,0
805502,12-07-2018,0
805508,30-07-2018,0
805520,13-07-2018,0
805523,04-07-2018,0
805532,04-07-2018,0
805560,17-07-2018,0
805563,05-07-2018,0
805569,23-07-2018,0
805572,03-07-2018,0
805575,28-07-2018,0
805584,13-07-2018,0
805603,05-07-2018,0
805621,08-07-2018,0
805657,11-07-2018,0
805670,19-07-2018,1
805685,19-07-2018,0
805688,11-07-2018,0
805709,10-07-2018,0
805752,02-07-2018,0
805761,02-07-2018,0
805801,30-07-2018,0
805804,03-07-2018,0
805807,28-08-2018,0
805816,19-07-2018,0
805819,18-07-2018,0
805868,04-07-2018,0
805886,02-07-2018,0
805895,03-07-2018,0
805908,02-07-2018,0
805926,09-07-2018,0
805950,28-07-2018,0
806008,18-07-2018,0
806033,02-07-2018,0
806045,16-07-2018,0
806079,23-07-2018,0
806152,04-07-2018,0
806155,03-07-2018,0
806158,21-07-2018,0
806195,04-07-2018,0
806198,02-07-2018,0
806210,04-07-2018,0
806237,14-07-2018,0
806240,03-07-2018,0
806250,03-07-2018,0
806256,02-07-2018,0
806265,25-07-2018,0
806301,29-07-2018,0
806307,20-07-2018,0
806326,05-07-2018,0
806350,03-07-2018,0
806411,03-07-2018,1
806414,22-07-2018,0
806454,02-07-2018,0
806460,18-07-2018,0
806521,26-07-2018,0
806542,03-07-2018,0
806628,16-07-2018,0
806652,02-07-2018,0
806655,16-07-2018,0
806658,29-07-2018,0
806668,10-07-2018,0
806683,05-07-2018,0
806689,03-07-2018,0
806698,03-07-2018,0
806707,02-07-2018,0
806719,22-07-2018,0
806729,02-07-2018,0
806732,07-07-2018,0
806765,04-07-2018,0
806774,23-07-2018,0
806777,28-07-2018,0
806790,19-07-2018,0
806811,05-07-2018,0
806814,18-07-2018,0
806823,15-07-2018,0
806875,02-07-2018,0
806900,03-07-2018,0
806939,02-07-2018,1
806967,23-07-2018,0
806985,04-07-2018,1
807000,02-07-2018,0
807022,13-07-2018,0
807036,06-08-2018,0
807040,07-07-2018,0
807058,02-07-2018,0
807061,02-07-2018,0
807083,07-07-2018,0
807135,28-07-2018,0
807165,08-07-2018,0
807171,28-07-2018,0
807186,05-07-2018,0
807193,02-07-2018,0
807208,03-07-2018,0
807223,15-07-2018,0
807241,02-07-2018,0
807247,02-07-2018,0
807257,26-08-2018,0
807260,17-07-2018,0
807293,16-07-2018,0
807296,07-07-2018,0
807299,30-07-2018,0
807345,23-07-2018,0
807348,30-07-2018,0
807360,10-07-2018,0
807379,22-07-2018,0
807382,03-07-2018,0
807391,20-08-2018,0
807400,02-07-2018,0
807403,03-07-2018,0
807418,17-07-2018,0
807479,04-07-2018,0
807480,03-07-2018,0
807492,04-07-2018,0
807556,16-08-2018,0
807559,09-07-2018,0
807568,02-07-2018,0
807580,17-07-2018,0
807598,20-08-2018,0
807614,31-07-2018,0
807623,08-07-2018,0
807644,03-07-2018,0
807647,24-07-2018,0
807675,04-07-2018,0
807702,22-07-2018,0
807720,10-07-2018,0
807723,30-07-2018,0
807742,09-07-2018,0
807748,07-07-2018,0
807769,24-08-2018,0
807788,11-07-2018,0
807849,06-07-2018,0
807891,03-07-2018,0
807928,05-07-2018,0
807931,17-07-2018,0
807933,20-07-2018,0
807974,02-07-2018,0
807977,23-07-2018,0
807983,19-07-2018,1
808003,08-07-2018,0
808004,31-07-2018,0
808035,28-07-2018,0
808050,30-07-2018,0
808056,23-08-2018,0
808071,04-07-2018,0
808132,07-08-2018,0
808142,11-07-2018,0
808175,31-07-2018,0
808181,02-07-2018,0
808197,06-07-2018,0
808209,04-07-2018,0
808215,02-07-2018,0
808221,02-07-2018,0
808227,20-08-2018,0
808236,18-07-2018,0
808267,17-07-2018,0
808279,03-07-2018,0
808285,03-07-2018,0
808300,29-07-2018,0
808346,03-07-2018,0
808352,03-07-2018,0
808355,29-07-2018,0
808364,05-07-2018,0
808416,20-07-2018,0
808432,04-07-2018,0
808438,30-07-2018,0
808502,07-07-2018,0
808511,08-07-2018,0
808529,03-07-2018,0
808547,03-07-2018,0
808551,22-08-2018,0
808590,07-07-2018,0
808633,03-07-2018,0
808709,06-07-2018,0
808712,15-07-2018,0
808731,10-07-2018,0
808743,07-07-2018,0
808758,02-07-2018,0
808779,05-07-2018,0
808786,02-07-2018,0
808789,02-07-2018,0
808798,03-07-2018,0
808801,04-07-2018,0
808837,30-07-2018,0
808843,03-07-2018,0
808886,08-07-2018,0
808923,27-07-2018,0
808935,23-07-2018,0
808944,05-07-2018,0
808967,28-08-2018,0
808969,05-07-2018,0
808972,08-07-2018,0
808975,25-07-2018,0
808987,18-07-2018,0
809014,14-07-2018,0
809039,23-07-2018,0
809060,22-07-2018,0
809074,25-08-2018,0
809075,08-07-2018,0
809121,12-07-2018,0
809133,07-07-2018,0
809136,14-07-2018,0
809140,02-07-2018,0
809167,02-07-2018,0
809170,03-07-2018,0
809179,03-07-2018,0
809204,24-07-2018,0
809213,24-08-2018,0
809246,02-07-2018,0
809265,07-07-2018,0
809271,02-07-2018,0
809286,04-07-2018,0
809292,13-07-2018,0
809295,20-07-2018,0
809353,02-07-2018,0
809371,02-07-2018,0
809375,13-07-2018,0
809378,04-07-2018,0
809384,09-07-2018,0
809405,03-07-2018,0
809414,06-07-2018,0
809423,04-07-2018,0
809478,15-07-2018,0
809481,03-07-2018,0
809494,09-07-2018,0
809506,14-07-2018,0
809509,03-07-2018,0
809530,02-07-2018,0
809542,07-07-2018,0
809570,03-07-2018,0
809579,09-07-2018,0
809594,08-07-2018,0
809600,02-07-2018,0
809609,06-07-2018,0
809619,31-07-2018,0
809622,07-07-2018,0
809658,10-07-2018,0
809713,04-07-2018,0
809719,31-07-2018,0
809777,09-07-2018,0
809796,15-07-2018,0
809808,31-07-2018,0
809814,26-08-2018,0
809817,02-07-2018,0
809872,06-08-2018,0
809875,25-07-2018,0
809887,11-07-2018,0
809893,30-07-2018,0
809896,28-07-2018,0
809918,15-07-2018,0
809939,12-07-2018,0
809979,30-07-2018,0
810006,03-07-2018,0
810015,02-07-2018,0
810034,10-07-2018,0
810055,18-07-2018,0
810058,08-07-2018,0
810073,09-07-2018,0
810075,02-07-2018,0
810086,04-07-2018,0
810095,03-07-2018,0
810104,27-07-2018,0
810113,02-07-2018,0
810137,23-07-2018,NA
810153,22-07-2018,0
810159,02-07-2018,0
810162,02-07-2018,0
810177,09-07-2018,0
810202,03-07-2018,0
810208,04-07-2018,0
810211,13-07-2018,0
810217,03-07-2018,0
810232,23-08-2018,0
810241,17-07-2018,0
810250,29-07-2018,0
810284,15-07-2018,0
810287,27-07-2018,0
810302,03-07-2018,0
810342,18-07-2018,0
810406,03-07-2018,0
810415,11-07-2018,0
810452,05-07-2018,0
810488,02-07-2018,0
810494,02-07-2018,0
810501,06-07-2018,0
810516,19-07-2018,0
810519,05-07-2018,0
810562,03-07-2018,0
810568,02-07-2018,0
810598,02-07-2018,0
810626,23-07-2018,0
810671,02-07-2018,0
810711,24-07-2018,0
810768,03-07-2018,0
810772,10-07-2018,0
810775,07-07-2018,0
810794,05-07-2018,0
810873,04-07-2018,0
810910,24-08-2018,0
810922,29-07-2018,0
810946,07-08-2018,0
810953,22-07-2018,0
810971,05-07-2018,0
811001,28-08-2018,0
811013,30-07-2018,0
811026,03-07-2018,0
811029,03-07-2018,0
811041,19-07-2018,0
811053,04-07-2018,0
811071,24-07-2018,0
811090,25-07-2018,0
811093,03-07-2018,0
811108,02-07-2018,0
811135,20-08-2018,0
811141,07-07-2018,0
811160,14-07-2018,0
811163,03-07-2018,0
811172,23-07-2018,0
811175,02-07-2018,0
811187,02-07-2018,0
811199,03-07-2018,0
811212,07-07-2018,0
811233,02-07-2018,0
811264,23-07-2018,0
811279,03-07-2018,0
811282,11-07-2018,0
811291,26-08-2018,0
811297,03-07-2018,0
811309,03-07-2018,0
811334,11-07-2018,0
811361,03-07-2018,0
811373,02-07-2018,0
811380,30-07-2018,0
811383,16-07-2018,0
811386,30-07-2018,0
811392,18-07-2018,0
811410,09-07-2018,0
811437,17-07-2018,0
811444,23-07-2018,0
811505,18-07-2018,0
811523,03-07-2018,0
811535,06-07-2018,0
811557,17-07-2018,0
811569,06-08-2018,0
811578,24-07-2018,0
811587,22-07-2018,0
811593,24-07-2018,0
811602,02-07-2018,0
811608,28-08-2018,0
811611,07-07-2018,0
811618,24-07-2018,0
811621,04-07-2018,0
811627,30-07-2018,0
811657,14-07-2018,0
811676,02-07-2018,0
811724,28-07-2018,1
811737,04-07-2018,0
811749,06-07-2018,0
811768,24-07-2018,0
811776,18-07-2018,0
811795,05-07-2018,0
811807,08-07-2018,0
811871,23-07-2018,0
811877,04-07-2018,0
811880,03-07-2018,0
811895,27-07-2018,0
811920,29-07-2018,0
811950,10-07-2018,0
811984,03-07-2018,0
812002,24-07-2018,0
812008,09-07-2018,0
812017,03-07-2018,0
812026,14-07-2018,0
812045,10-07-2018,0
812057,13-07-2018,0
812063,04-07-2018,0
812094,30-07-2018,0
812130,11-07-2018,0
812167,08-07-2018,0
812170,02-07-2018,0
812179,02-07-2018,0
812182,23-07-2018,0
812188,08-08-2018,0
812228,02-07-2018,0
812243,02-07-2018,0
812261,04-07-2018,0
812301,15-07-2018,0
812313,05-07-2018,0
812319,22-07-2018,0
812362,27-07-2018,0
812374,26-07-2018,0
812399,04-07-2018,0
812404,17-07-2018,0
812408,02-07-2018,0
812414,04-07-2018,0
812423,27-07-2018,0
812463,10-07-2018,0
812469,11-07-2018,0
812478,23-08-2018,0
812481,16-08-2018,0
812487,09-07-2018,0
812503,16-07-2018,0
812518,02-07-2018,0
812527,02-07-2018,0
812536,16-07-2018,0
812542,23-08-2018,0
812551,31-07-2018,0
812573,17-07-2018,0
812585,31-07-2018,0
812588,03-07-2018,0
812609,30-07-2018,0
812622,03-07-2018,0
812625,27-07-2018,0
812646,08-07-2018,0
812661,31-07-2018,0
812695,03-07-2018,0
812734,04-07-2018,0
812762,03-07-2018,0
812786,13-07-2018,0
812792,03-07-2018,0
812802,03-07-2018,0
812826,04-07-2018,0
812832,29-07-2018,0
812841,15-07-2018,0
812860,02-07-2018,0
812872,03-07-2018,0
812878,11-07-2018,0
812884,06-08-2018,0
812896,02-07-2018,0
812902,02-07-2018,0
812942,18-07-2018,0
812960,19-07-2018,0
813027,30-07-2018,0
813049,16-07-2018,0
813061,22-07-2018,0
813092,02-07-2018,0
813110,03-07-2018,0
813150,02-07-2018,0
813153,11-07-2018,0
813183,02-07-2018,0
813201,28-07-2018,0
813214,09-07-2018,0
813220,02-07-2018,0
813235,17-07-2018,0
813250,03-07-2018,0
813277,17-07-2018,0
813290,02-07-2018,0
813302,03-07-2018,0
813308,07-07-2018,0
813336,12-07-2018,0
813342,06-07-2018,0
813345,20-08-2018,0
813363,03-07-2018,0
813375,02-07-2018,0
813397,02-07-2018,0
813400,04-07-2018,0
813403,13-07-2018,0
813436,23-07-2018,0
813449,02-07-2018,0
813468,02-07-2018,0
813485,10-07-2018,0
813497,04-07-2018,0
813519,04-07-2018,0
813546,24-07-2018,0
813552,26-07-2018,0
813565,06-07-2018,0
813577,19-07-2018,0
813598,04-07-2018,0
813619,05-07-2018,0
813626,17-07-2018,0
813644,03-07-2018,0
813665,17-07-2018,0
813671,23-07-2018,0
813687,23-07-2018,0
813705,13-07-2018,0
813708,30-07-2018,0
813714,02-07-2018,0
813717,05-07-2018,0
813729,20-07-2018,0
813763,23-07-2018,0
813781,23-07-2018,0
813796,03-07-2018,0
813806,29-07-2018,0
813821,03-07-2018,0
813858,05-07-2018,0
813861,19-07-2018,0
813870,30-07-2018,0
813888,12-07-2018,0
813903,22-07-2018,1
813922,04-07-2018,0
813937,20-07-2018,0
813949,03-07-2018,0
813983,09-07-2018,0
813992,18-07-2018,0
814001,04-07-2018,0
814010,02-07-2018,0
814016,10-08-2018,0
814047,09-07-2018,0
814062,20-07-2018,0
814093,02-07-2018,0
814102,02-07-2018,0
814138,24-07-2018,0
814175,14-07-2018,0
814194,02-07-2018,0
814196,10-07-2018,0
814215,02-07-2018,0
814221,28-07-2018,0
814236,20-08-2018,0
814239,20-08-2018,0
814266,17-07-2018,0
814288,09-07-2018,0
814324,09-07-2018,0
814331,02-07-2018,0
814337,06-07-2018,0
814364,02-07-2018,0
814367,03-07-2018,0
814382,16-07-2018,0
814389,09-07-2018,0
814413,23-07-2018,0
814425,23-07-2018,0
814462,30-07-2018,0
814492,02-07-2018,0
814505,03-07-2018,0
814532,09-07-2018,0
814535,08-07-2018,0
814550,18-07-2018,0
814569,04-07-2018,0
814602,23-07-2018,0
814630,03-07-2018,0
814645,15-07-2018,0
814648,20-07-2018,0
814666,03-07-2018,0
814712,26-08-2018,0
814724,04-07-2018,0
814736,08-07-2018,0
814834,16-07-2018,0
814840,17-07-2018,0
814852,14-07-2018,0
814868,02-07-2018,0
814880,20-08-2018,0
814916,30-07-2018,0
814926,02-07-2018,0
814944,28-07-2018,0
814947,04-07-2018,0
814953,14-07-2018,0
814956,05-07-2018,0
814981,02-07-2018,0
814990,02-07-2018,0
814996,24-07-2018,0
815045,23-08-2018,0
815066,15-07-2018,0
815086,04-07-2018,0
815087,28-08-2018,0
815106,04-07-2018,0
815124,02-07-2018,0
815127,06-07-2018,0
815158,04-07-2018,0
815173,03-07-2018,0
815176,03-07-2018,0
815203,10-07-2018,0
815219,07-07-2018,0
815222,02-07-2018,0
815246,08-07-2018,0
815249,18-07-2018,0
815252,07-08-2018,0
815258,02-07-2018,0
815267,03-07-2018,0
815283,26-07-2018,0
815356,02-07-2018,0
815359,03-07-2018,0
815365,03-07-2018,0
815368,11-07-2018,0
815390,16-07-2018,0
815393,23-07-2018,0
815399,02-07-2018,0
815405,30-07-2018,0
815411,17-07-2018,0
815417,04-07-2018,0
815444,04-07-2018,0
815451,17-07-2018,0
815463,14-07-2018,0
815469,20-07-2018,0
815481,03-07-2018,1
815484,09-07-2018,0
815496,04-07-2018,0
815533,25-07-2018,0
815560,03-07-2018,0
815583,02-07-2018,0
815631,03-07-2018,0
815637,10-07-2018,0
815643,03-07-2018,0
815646,12-07-2018,0
815695,03-07-2018,0
815698,25-08-2018,0
815716,08-07-2018,0
815771,25-07-2018,0
815814,07-07-2018,0
815823,03-07-2018,0
815844,25-08-2018,0
815864,21-07-2018,0
815875,02-07-2018,0
815899,27-07-2018,0
815917,02-07-2018,0
815921,19-07-2018,0
815957,02-07-2018,0
815979,08-07-2018,0
815982,08-07-2018,0
815985,02-07-2018,0
815991,19-07-2018,0
816003,03-07-2018,0
816012,15-07-2018,0
816049,19-08-2018,0
816052,07-07-2018,0
816055,02-07-2018,0
816061,26-07-2018,0
816094,11-07-2018,1
816098,08-07-2018,0
816110,31-07-2018,0
816122,03-07-2018,0
816128,23-08-2018,0
816137,23-07-2018,0
816143,03-07-2018,0
816186,07-07-2018,0
816237,31-07-2018,0
816247,24-08-2018,0
816253,02-07-2018,0
816256,10-07-2018,0
816262,03-07-2018,0
816284,27-07-2018,0
816311,17-07-2018,0
816317,02-07-2018,0
816323,14-07-2018,0
816333,24-07-2018,0
816369,30-07-2018,0
816378,03-07-2018,0
816381,02-07-2018,0
816387,26-07-2018,0
816398,29-07-2018,0
816409,17-07-2018,0
816452,18-07-2018,0
816470,18-07-2018,0
816485,04-07-2018,0
816497,31-07-2018,0
816525,04-07-2018,0
816534,28-07-2018,0
816543,03-07-2018,0
816586,02-07-2018,0
816592,04-07-2018,0
816595,23-07-2018,0
816613,15-07-2018,0
816629,12-07-2018,0
816641,02-07-2018,0
816665,22-07-2018,0
816674,21-07-2018,0
816677,03-07-2018,0
816680,23-07-2018,0
816702,02-07-2018,0
816714,08-07-2018,0
816717,21-08-2018,0
816723,31-07-2018,0
816748,09-07-2018,0
816751,19-07-2018,0
816757,02-07-2018,0
816760,31-07-2018,0
816769,09-07-2018,0
816778,02-07-2018,0
816790,17-07-2018,0
816833,25-07-2018,0
816836,03-07-2018,0
816839,02-07-2018,0
816864,08-07-2018,0
816867,25-07-2018,0
816873,16-07-2018,0
816894,02-07-2018,0
816937,09-07-2018,0
816944,05-07-2018,0
816949,02-07-2018,0
816952,08-07-2018,0
816964,02-07-2018,0
816970,07-07-2018,0
817004,16-07-2018,0
817007,22-07-2018,0
817016,02-07-2018,0
817019,02-07-2018,0
817022,04-07-2018,0
817025,18-07-2018,0
817034,03-07-2018,0
817059,15-07-2018,0
817062,14-07-2018,0
817065,04-07-2018,0
817071,26-08-2018,0
817074,09-07-2018,0
817092,31-07-2018,0
817102,11-07-2018,0
817120,31-07-2018,0
817150,22-07-2018,0
817156,03-07-2018,0
817160,02-07-2018,0
817190,18-08-2018,0
817221,17-07-2018,0
817285,28-07-2018,0
817294,02-07-2018,0
817297,02-07-2018,0
817343,13-07-2018,0
817358,02-07-2018,0
817373,04-07-2018,0
817388,18-08-2018,0
817398,02-07-2018,0
817404,26-07-2018,0
817410,17-07-2018,0
817437,09-07-2018,0
817483,17-07-2018,0
817532,23-07-2018,0
817550,16-07-2018,0
817562,20-08-2018,0
817623,27-07-2018,0
817651,02-07-2018,0
817657,22-07-2018,0
817663,02-07-2018,0
817678,28-07-2018,0
817694,25-07-2018,0
817727,15-07-2018,0
817733,15-07-2018,0
817755,11-07-2018,0
817770,04-07-2018,0
817797,04-07-2018,0
817800,02-07-2018,0
817837,09-07-2018,0
817852,29-07-2018,0
817880,08-07-2018,0
817883,31-07-2018,0
817886,04-07-2018,1
817895,09-07-2018,0
817901,03-07-2018,0
817904,09-07-2018,0
817938,22-07-2018,0
817950,02-07-2018,0
817980,02-07-2018,0
817990,17-07-2018,0
818008,26-08-2018,0
818026,02-07-2018,0
818032,02-07-2018,0
818048,04-07-2018,0
818051,27-07-2018,0
818087,04-07-2018,0
818112,28-07-2018,0
818118,03-07-2018,0
818139,03-07-2018,0
818176,23-07-2018,0
818179,27-07-2018,0
818191,17-07-2018,0
818228,19-07-2018,0
818234,03-07-2018,0
818270,19-07-2018,0
818276,19-07-2018,0
818292,26-07-2018,0
818338,24-08-2018,1
818353,06-07-2018,0
818414,03-07-2018,0
818438,06-07-2018,0
818444,30-07-2018,0
818478,06-07-2018,0
818487,17-07-2018,0
818496,23-07-2018,0
818508,03-07-2018,0
818511,23-07-2018,0
818521,08-07-2018,0
818530,02-07-2018,0
818533,02-07-2018,0
818548,24-07-2018,0
818560,19-07-2018,0
818569,04-07-2018,0
818572,22-07-2018,0
818637,08-07-2018,0
818643,05-07-2018,0
818649,05-07-2018,0
818652,26-07-2018,0
818658,10-07-2018,0
818670,02-07-2018,0
818676,06-07-2018,0
818685,25-07-2018,0
818707,03-07-2018,0
818710,23-07-2018,0
818719,19-07-2018,0
818725,09-07-2018,0
818734,24-08-2018,0
818737,03-07-2018,0
818762,02-07-2018,0
818771,06-07-2018,0
818774,06-07-2018,0
818786,28-08-2018,0
818792,29-07-2018,0
818798,23-07-2018,0
818825,03-07-2018,0
818830,07-08-2018,0
818859,04-07-2018,0
818881,22-07-2018,0
818920,03-07-2018,0
818927,04-07-2018,0
818937,17-07-2018,0
818963,23-08-2018,0
818969,31-07-2018,0
818981,23-07-2018,0
819000,22-07-2018,0
819012,02-07-2018,0
819021,03-07-2018,0
819067,23-07-2018,0
819076,14-07-2018,0
819114,02-07-2018,0
819137,02-07-2018,0
819143,20-08-2018,0
819155,19-07-2018,0
819168,21-07-2018,1
819177,04-07-2018,0
819183,02-07-2018,0
819201,23-08-2018,0
819219,06-08-2018,0
819226,03-07-2018,0
819235,12-07-2018,0
819244,29-07-2018,0
819253,03-07-2018,0
819260,14-07-2018,0
819274,08-07-2018,0
819311,12-07-2018,0
819345,02-07-2018,0
819354,02-07-2018,0
819357,02-07-2018,0
819376,09-07-2018,0
819393,04-07-2018,0
819403,25-07-2018,0
819415,24-07-2018,0
819418,03-07-2018,0
819436,02-07-2018,0
819439,09-07-2018,0
819461,03-07-2018,0
819479,03-07-2018,0
819482,05-07-2018,0
819500,13-08-2018,0
819509,07-07-2018,0
819515,02-07-2018,0
819519,02-07-2018,0
819522,18-07-2018,0
819540,07-07-2018,0
819546,04-07-2018,0
819549,06-07-2018,0
819570,02-07-2018,0
819590,04-07-2018,0
