"Slachtdieren";"Perioden";"Aantal slachtingen (x 1 000)"
"Overige kippen";"2021 januari";1505,8
"Overige kippen";"2021 februari";1250,1
"Overige kippen";"2021 maart";1451,3
"Overige kippen";"2021 april";1814,8
"Overige kippen";"2021 mei";1786
"Overige kippen";"2021 juni";1816,3
"Overige kippen";"2021 juli";1840,9
"Overige kippen";"2021 augustus";1510,9
"Overige kippen";"2021 september";1893,2
"Overige kippen";"2021 oktober";1693
"Overige kippen";"2021 november";1775,8
"Overige kippen";"2021 december";1741
"Overige kippen";"2021";20079,2
"Overige kippen";"2022 januari*";1631,5
"Overige kippen";"2022 februari*";1356,7
"Overige kippen";"2022 maart*";1693,8
"Overige kippen";"2022 april*";1509,3
"Overige kippen";"2022 mei*";1683,7
"Overige kippen";"2022 juni*";1692,7
"Kalkoenen";"1990 januari";
"Kalkoenen";"1990 februari";
"Kalkoenen";"1990 maart";
"Kalkoenen";"1990 april";
"Kalkoenen";"1990 mei";
"Kalkoenen";"1990 juni";
"Kalkoenen";"1990 juli";
"Kalkoenen";"1990 augustus";
"Kalkoenen";"1990 september";
"Kalkoenen";"1990 oktober";
"Kalkoenen";"1990 november";
"Kalkoenen";"1990 december";
"Kalkoenen";"1990";
"Kalkoenen";"1991 januari";
"Kalkoenen";"1991 februari";
"Kalkoenen";"1991 maart";
"Kalkoenen";"1991 april";
"Kalkoenen";"1991 mei";
"Kalkoenen";"1991 juni";
"Kalkoenen";"1991 juli";
"Kalkoenen";"1991 augustus";
"Kalkoenen";"1991 september";
"Kalkoenen";"1991 oktober";
"Kalkoenen";"1991 november";
"Kalkoenen";"1991 december";
"Kalkoenen";"1991";
"Kalkoenen";"1992 januari";
"Kalkoenen";"1992 februari";
"Kalkoenen";"1992 maart";
"Kalkoenen";"1992 april";
"Kalkoenen";"1992 mei";
"Kalkoenen";"1992 juni";
"Kalkoenen";"1992 juli";
"Kalkoenen";"1992 augustus";
"Kalkoenen";"1992 september";
"Kalkoenen";"1992 oktober";
"Kalkoenen";"1992 november";
"Kalkoenen";"1992 december";
"Kalkoenen";"1992";
"Kalkoenen";"1993 januari";
"Kalkoenen";"1993 februari";
"Kalkoenen";"1993 maart";
"Kalkoenen";"1993 april";
"Kalkoenen";"1993 mei";
"Kalkoenen";"1993 juni";
"Kalkoenen";"1993 juli";
"Kalkoenen";"1993 augustus";
"Kalkoenen";"1993 september";
"Kalkoenen";"1993 oktober";
"Kalkoenen";"1993 november";
"Kalkoenen";"1993 december";
"Kalkoenen";"1993";
"Kalkoenen";"1994 januari";
"Kalkoenen";"1994 februari";
"Kalkoenen";"1994 maart";
"Kalkoenen";"1994 april";
"Kalkoenen";"1994 mei";
"Kalkoenen";"1994 juni";
"Kalkoenen";"1994 juli";
"Kalkoenen";"1994 augustus";
"Kalkoenen";"1994 september";
"Kalkoenen";"1994 oktober";
"Kalkoenen";"1994 november";
"Kalkoenen";"1994 december";
"Kalkoenen";"1994";
"Kalkoenen";"1995 januari";
"Kalkoenen";"1995 februari";
"Kalkoenen";"1995 maart";
"Kalkoenen";"1995 april";
"Kalkoenen";"1995 mei";
"Kalkoenen";"1995 juni";
"Kalkoenen";"1995 juli";
"Kalkoenen";"1995 augustus";
"Kalkoenen";"1995 september";
"Kalkoenen";"1995 oktober";
"Kalkoenen";"1995 november";
"Kalkoenen";"1995 december";
"Kalkoenen";"1995";
"Kalkoenen";"1996 januari";
"Kalkoenen";"1996 februari";
"Kalkoenen";"1996 maart";
"Kalkoenen";"1996 april";
"Kalkoenen";"1996 mei";
"Kalkoenen";"1996 juni";
"Kalkoenen";"1996 juli";
"Kalkoenen";"1996 augustus";
"Kalkoenen";"1996 september";
"Kalkoenen";"1996 oktober";
"Kalkoenen";"1996 november";
"Kalkoenen";"1996 december";
"Kalkoenen";"1996";
"Kalkoenen";"1997 januari";
"Kalkoenen";"1997 februari";
"Kalkoenen";"1997 maart";
"Kalkoenen";"1997 april";
"Kalkoenen";"1997 mei";
"Kalkoenen";"1997 juni";
"Kalkoenen";"1997 juli";
"Kalkoenen";"1997 augustus";
"Kalkoenen";"1997 september";
"Kalkoenen";"1997 oktober";
"Kalkoenen";"1997 november";
"Kalkoenen";"1997 december";
"Kalkoenen";"1997";
"Kalkoenen";"1998 januari";
"Kalkoenen";"1998 februari";
"Kalkoenen";"1998 maart";
"Kalkoenen";"1998 april";
"Kalkoenen";"1998 mei";
"Kalkoenen";"1998 juni";
"Kalkoenen";"1998 juli";
"Kalkoenen";"1998 augustus";
"Kalkoenen";"1998 september";
"Kalkoenen";"1998 oktober";
"Kalkoenen";"1998 november";
"Kalkoenen";"1998 december";
"Kalkoenen";"1998";
"Kalkoenen";"1999 januari";
"Kalkoenen";"1999 februari";
"Kalkoenen";"1999 maart";
"Kalkoenen";"1999 april";
"Kalkoenen";"1999 mei";
"Kalkoenen";"1999 juni";
"Kalkoenen";"1999 juli";
"Kalkoenen";"1999 augustus";
"Kalkoenen";"1999 september";
"Kalkoenen";"1999 oktober";
"Kalkoenen";"1999 november";
"Kalkoenen";"1999 december";
"Kalkoenen";"1999";
"Kalkoenen";"2000 januari";
"Kalkoenen";"2000 februari";
"Kalkoenen";"2000 maart";
"Kalkoenen";"2000 april";
"Kalkoenen";"2000 mei";
"Kalkoenen";"2000 juni";
"Kalkoenen";"2000 juli";
"Kalkoenen";"2000 augustus";
"Kalkoenen";"2000 september";
"Kalkoenen";"2000 oktober";
"Kalkoenen";"2000 november";
"Kalkoenen";"2000 december";
"Kalkoenen";"2000";
"Kalkoenen";"2001 januari";228,4
"Kalkoenen";"2001 februari";191,5
"Kalkoenen";"2001 maart";224,2
"Kalkoenen";"2001 april";202,8
"Kalkoenen";"2001 mei";242,5
"Kalkoenen";"2001 juni";195,3
"Kalkoenen";"2001 juli";207,7
"Kalkoenen";"2001 augustus";224,3
"Kalkoenen";"2001 september";190,2
"Kalkoenen";"2001 oktober";235,9
"Kalkoenen";"2001 november";223,5
"Kalkoenen";"2001 december";223,7
"Kalkoenen";"2001";2590
"Kalkoenen";"2002 januari";215
"Kalkoenen";"2002 februari";193,8
"Kalkoenen";"2002 maart";227,5
"Kalkoenen";"2002 april";200,4
"Kalkoenen";"2002 mei";232,9
"Kalkoenen";"2002 juni";187,4
"Kalkoenen";"2002 juli";211
"Kalkoenen";"2002 augustus";191,9
"Kalkoenen";"2002 september";173,7
"Kalkoenen";"2002 oktober";201,2
"Kalkoenen";"2002 november";194,6
"Kalkoenen";"2002 december";221,2
"Kalkoenen";"2002";2450,6
"Kalkoenen";"2003 januari";197,2
"Kalkoenen";"2003 februari";177,2
"Kalkoenen";"2003 maart";133,5
"Kalkoenen";"2003 april";78,6
"Kalkoenen";"2003 mei";111,5
"Kalkoenen";"2003 juni";76,4
"Kalkoenen";"2003 juli";74,7
"Kalkoenen";"2003 augustus";52,9
"Kalkoenen";"2003 september";33
"Kalkoenen";"2003 oktober";36,8
"Kalkoenen";"2003 november";69,6
"Kalkoenen";"2003 december";152
"Kalkoenen";"2003";1193,4
"Kalkoenen";"2004 januari";181,6
"Kalkoenen";"2004 februari";172,7
"Kalkoenen";"2004 maart";205,5
"Kalkoenen";"2004 april";185,9
"Kalkoenen";"2004 mei";175,8
"Kalkoenen";"2004 juni";186,6
"Kalkoenen";"2004 juli";183,1
"Kalkoenen";"2004 augustus";173,1
"Kalkoenen";"2004 september";198,1
"Kalkoenen";"2004 oktober";177
"Kalkoenen";"2004 november";175,9
"Kalkoenen";"2004 december";194,9
"Kalkoenen";"2004";2210,2
"Kalkoenen";"2005 januari";180,9
"Kalkoenen";"2005 februari";137,2
"Kalkoenen";"2005 maart";172
"Kalkoenen";"2005 april";146,6
"Kalkoenen";"2005 mei";146,2
"Kalkoenen";"2005 juni";147,3
"Kalkoenen";"2005 juli";6,6
"Kalkoenen";"2005 augustus";0
"Kalkoenen";"2005 september";0
"Kalkoenen";"2005 oktober";0
"Kalkoenen";"2005 november";0
"Kalkoenen";"2005 december";0,3
"Kalkoenen";"2005";937,1
"Kalkoenen";"2006 januari";0
"Kalkoenen";"2006 februari";0
"Kalkoenen";"2006 maart";0
"Kalkoenen";"2006 april";0
"Kalkoenen";"2006 mei";0
"Kalkoenen";"2006 juni";0
"Kalkoenen";"2006 juli";0
"Kalkoenen";"2006 augustus";0
"Kalkoenen";"2006 september";0
"Kalkoenen";"2006 oktober";0
"Kalkoenen";"2006 november";0
"Kalkoenen";"2006 december";0
"Kalkoenen";"2006";0
"Kalkoenen";"2007 januari";0
"Kalkoenen";"2007 februari";0
"Kalkoenen";"2007 maart";0
"Kalkoenen";"2007 april";0
"Kalkoenen";"2007 mei";0
"Kalkoenen";"2007 juni";0
"Kalkoenen";"2007 juli";0
"Kalkoenen";"2007 augustus";0
"Kalkoenen";"2007 september";0
"Kalkoenen";"2007 oktober";0
"Kalkoenen";"2007 november";0,1
"Kalkoenen";"2007 december";0,3
"Kalkoenen";"2007";0,4
"Kalkoenen";"2008 januari";0
"Kalkoenen";"2008 februari";0
"Kalkoenen";"2008 maart";0
"Kalkoenen";"2008 april";0
"Kalkoenen";"2008 mei";0
"Kalkoenen";"2008 juni";0
"Kalkoenen";"2008 juli";0
"Kalkoenen";"2008 augustus";0
"Kalkoenen";"2008 september";0
"Kalkoenen";"2008 oktober";0
"Kalkoenen";"2008 november";0
"Kalkoenen";"2008 december";0,8
"Kalkoenen";"2008";0,8
"Kalkoenen";"2009 januari";0
"Kalkoenen";"2009 februari";0
"Kalkoenen";"2009 maart";0
"Kalkoenen";"2009 april";0
"Kalkoenen";"2009 mei";0
"Kalkoenen";"2009 juni";0
"Kalkoenen";"2009 juli";0
"Kalkoenen";"2009 augustus";0
"Kalkoenen";"2009 september";0
"Kalkoenen";"2009 oktober";0
"Kalkoenen";"2009 november";0
"Kalkoenen";"2009 december";1,2
"Kalkoenen";"2009";1,2
"Kalkoenen";"2010 januari";0
"Kalkoenen";"2010 februari";0
"Kalkoenen";"2010 maart";0
"Kalkoenen";"2010 april";0
"Kalkoenen";"2010 mei";0
"Kalkoenen";"2010 juni";0
"Kalkoenen";"2010 juli";0
"Kalkoenen";"2010 augustus";0,1
"Kalkoenen";"2010 september";0
"Kalkoenen";"2010 oktober";0
"Kalkoenen";"2010 november";0
"Kalkoenen";"2010 december";1,1
"Kalkoenen";"2010";1,2
"Kalkoenen";"2011 januari";0
"Kalkoenen";"2011 februari";0
"Kalkoenen";"2011 maart";0
"Kalkoenen";"2011 april";0
"Kalkoenen";"2011 mei";0
"Kalkoenen";"2011 juni";0
"Kalkoenen";"2011 juli";0
"Kalkoenen";"2011 augustus";0
"Kalkoenen";"2011 september";0
"Kalkoenen";"2011 oktober";0
"Kalkoenen";"2011 november";0,1
"Kalkoenen";"2011 december";1,3
"Kalkoenen";"2011";1,4
"Kalkoenen";"2012 januari";0,1
"Kalkoenen";"2012 februari";0
"Kalkoenen";"2012 maart";0
"Kalkoenen";"2012 april";0
"Kalkoenen";"2012 mei";0
"Kalkoenen";"2012 juni";0
"Kalkoenen";"2012 juli";0
"Kalkoenen";"2012 augustus";0
"Kalkoenen";"2012 september";0
"Kalkoenen";"2012 oktober";0
"Kalkoenen";"2012 november";0,1
"Kalkoenen";"2012 december";1,3
"Kalkoenen";"2012";1,6
"Kalkoenen";"2013 januari";0,4
"Kalkoenen";"2013 februari";0,4
"Kalkoenen";"2013 maart";0
"Kalkoenen";"2013 april";0
"Kalkoenen";"2013 mei";0
"Kalkoenen";"2013 juni";0
"Kalkoenen";"2013 juli";0
"Kalkoenen";"2013 augustus";0
"Kalkoenen";"2013 september";0
"Kalkoenen";"2013 oktober";0
"Kalkoenen";"2013 november";0,1
"Kalkoenen";"2013 december";0,6
"Kalkoenen";"2013";1,6
"Kalkoenen";"2014 januari";0
"Kalkoenen";"2014 februari";0,2
"Kalkoenen";"2014 maart";0
"Kalkoenen";"2014 april";0
"Kalkoenen";"2014 mei";0
"Kalkoenen";"2014 juni";0
"Kalkoenen";"2014 juli";0
"Kalkoenen";"2014 augustus";0
"Kalkoenen";"2014 september";0,1
"Kalkoenen";"2014 oktober";0
"Kalkoenen";"2014 november";0
"Kalkoenen";"2014 december";1
"Kalkoenen";"2014";1,3
"Kalkoenen";"2015 januari";0
"Kalkoenen";"2015 februari";0
"Kalkoenen";"2015 maart";0
"Kalkoenen";"2015 april";0
"Kalkoenen";"2015 mei";0
"Kalkoenen";"2015 juni";0
"Kalkoenen";"2015 juli";0
"Kalkoenen";"2015 augustus";0
"Kalkoenen";"2015 september";0
"Kalkoenen";"2015 oktober";0
"Kalkoenen";"2015 november";0,1
"Kalkoenen";"2015 december";0,8
"Kalkoenen";"2015";0,9
"Kalkoenen";"2016 januari";0
"Kalkoenen";"2016 februari";0
"Kalkoenen";"2016 maart";0
"Kalkoenen";"2016 april";0
"Kalkoenen";"2016 mei";0
"Kalkoenen";"2016 juni";0
"Kalkoenen";"2016 juli";0
"Kalkoenen";"2016 augustus";0
"Kalkoenen";"2016 september";0
"Kalkoenen";"2016 oktober";0
"Kalkoenen";"2016 november";0
"Kalkoenen";"2016 december";1,6
"Kalkoenen";"2016";1,6
"Kalkoenen";"2017 januari";0
"Kalkoenen";"2017 februari";0
"Kalkoenen";"2017 maart";0
"Kalkoenen";"2017 april";0
"Kalkoenen";"2017 mei";0
"Kalkoenen";"2017 juni";0
"Kalkoenen";"2017 juli";0
"Kalkoenen";"2017 augustus";0
"Kalkoenen";"2017 september";0
"Kalkoenen";"2017 oktober";0
"Kalkoenen";"2017 november";0
"Kalkoenen";"2017 december";0,9
"Kalkoenen";"2017";0,9
"Kalkoenen";"2018 januari";0
"Kalkoenen";"2018 februari";0
"Kalkoenen";"2018 maart";0
"Kalkoenen";"2018 april";0
"Kalkoenen";"2018 mei";0
"Kalkoenen";"2018 juni";0
"Kalkoenen";"2018 juli";0
"Kalkoenen";"2018 augustus";0
"Kalkoenen";"2018 september";0
"Kalkoenen";"2018 oktober";0
"Kalkoenen";"2018 november";0
"Kalkoenen";"2018 december";0
"Kalkoenen";"2018";0
"Kalkoenen";"2019 januari";0
"Kalkoenen";"2019 februari";0
"Kalkoenen";"2019 maart";0
"Kalkoenen";"2019 april";0
"Kalkoenen";"2019 mei";0
"Kalkoenen";"2019 juni";0
"Kalkoenen";"2019 juli";0
"Kalkoenen";"2019 augustus";0
"Kalkoenen";"2019 september";0
"Kalkoenen";"2019 oktober";0
"Kalkoenen";"2019 november";0
"Kalkoenen";"2019 december";0
"Kalkoenen";"2019";0
"Kalkoenen";"2020 januari";0
"Kalkoenen";"2020 februari";0
"Kalkoenen";"2020 maart";0
"Kalkoenen";"2020 april";0
"Kalkoenen";"2020 mei";0
"Kalkoenen";"2020 juni";0
"Kalkoenen";"2020 juli";0
"Kalkoenen";"2020 augustus";0
"Kalkoenen";"2020 september";0
"Kalkoenen";"2020 oktober";0
"Kalkoenen";"2020 november";0
"Kalkoenen";"2020 december";0
"Kalkoenen";"2020";0
"Kalkoenen";"2021 januari";0
"Kalkoenen";"2021 februari";0
"Kalkoenen";"2021 maart";0
"Kalkoenen";"2021 april";0
"Kalkoenen";"2021 mei";0
"Kalkoenen";"2021 juni";0
"Kalkoenen";"2021 juli";0
"Kalkoenen";"2021 augustus";0
"Kalkoenen";"2021 september";0
"Kalkoenen";"2021 oktober";0
"Kalkoenen";"2021 november";0
"Kalkoenen";"2021 december";0
"Kalkoenen";"2021";0
"Kalkoenen";"2022 januari*";0
"Kalkoenen";"2022 februari*";0
"Kalkoenen";"2022 maart*";0
"Kalkoenen";"2022 april*";0
"Kalkoenen";"2022 mei*";0
"Kalkoenen";"2022 juni*";0
"Overig pluimvee";"1990 januari";
"Overig pluimvee";"1990 februari";
"Overig pluimvee";"1990 maart";
"Overig pluimvee";"1990 april";
"Overig pluimvee";"1990 mei";
"Overig pluimvee";"1990 juni";
"Overig pluimvee";"1990 juli";
"Overig pluimvee";"1990 augustus";
"Overig pluimvee";"1990 september";
"Overig pluimvee";"1990 oktober";
"Overig pluimvee";"1990 november";
"Overig pluimvee";"1990 december";
"Overig pluimvee";"1990";
"Overig pluimvee";"1991 januari";
"Overig pluimvee";"1991 februari";
"Overig pluimvee";"1991 maart";
"Overig pluimvee";"1991 april";
"Overig pluimvee";"1991 mei";
"Overig pluimvee";"1991 juni";
"Overig pluimvee";"1991 juli";
"Overig pluimvee";"1991 augustus";
"Overig pluimvee";"1991 september";
"Overig pluimvee";"1991 oktober";
"Overig pluimvee";"1991 november";
"Overig pluimvee";"1991 december";
"Overig pluimvee";"1991";
"Overig pluimvee";"1992 januari";
"Overig pluimvee";"1992 februari";
"Overig pluimvee";"1992 maart";
"Overig pluimvee";"1992 april";
"Overig pluimvee";"1992 mei";
"Overig pluimvee";"1992 juni";
"Overig pluimvee";"1992 juli";
"Overig pluimvee";"1992 augustus";
"Overig pluimvee";"1992 september";
"Overig pluimvee";"1992 oktober";
"Overig pluimvee";"1992 november";
"Overig pluimvee";"1992 december";
"Overig pluimvee";"1992";
"Overig pluimvee";"1993 januari";
"Overig pluimvee";"1993 februari";
"Overig pluimvee";"1993 maart";
"Overig pluimvee";"1993 april";
"Overig pluimvee";"1993 mei";
"Overig pluimvee";"1993 juni";
"Overig pluimvee";"1993 juli";
"Overig pluimvee";"1993 augustus";
"Overig pluimvee";"1993 september";
"Overig pluimvee";"1993 oktober";
"Overig pluimvee";"1993 november";
"Overig pluimvee";"1993 december";
"Overig pluimvee";"1993";
"Overig pluimvee";"1994 januari";
"Overig pluimvee";"1994 februari";
"Overig pluimvee";"1994 maart";
"Overig pluimvee";"1994 april";
"Overig pluimvee";"1994 mei";
"Overig pluimvee";"1994 juni";
"Overig pluimvee";"1994 juli";
"Overig pluimvee";"1994 augustus";
"Overig pluimvee";"1994 september";
"Overig pluimvee";"1994 oktober";
"Overig pluimvee";"1994 november";
"Overig pluimvee";"1994 december";
"Overig pluimvee";"1994";
"Overig pluimvee";"1995 januari";
"Overig pluimvee";"1995 februari";
"Overig pluimvee";"1995 maart";
"Overig pluimvee";"1995 april";
"Overig pluimvee";"1995 mei";
"Overig pluimvee";"1995 juni";
"Overig pluimvee";"1995 juli";
"Overig pluimvee";"1995 augustus";
"Overig pluimvee";"1995 september";
"Overig pluimvee";"1995 oktober";
"Overig pluimvee";"1995 november";
"Overig pluimvee";"1995 december";
"Overig pluimvee";"1995";
"Overig pluimvee";"1996 januari";
"Overig pluimvee";"1996 februari";
"Overig pluimvee";"1996 maart";
"Overig pluimvee";"1996 april";
"Overig pluimvee";"1996 mei";
"Overig pluimvee";"1996 juni";
"Overig pluimvee";"1996 juli";
"Overig pluimvee";"1996 augustus";
"Overig pluimvee";"1996 september";
"Overig pluimvee";"1996 oktober";
"Overig pluimvee";"1996 november";
"Overig pluimvee";"1996 december";
"Overig pluimvee";"1996";
"Overig pluimvee";"1997 januari";
"Overig pluimvee";"1997 februari";
"Overig pluimvee";"1997 maart";
"Overig pluimvee";"1997 april";
"Overig pluimvee";"1997 mei";
"Overig pluimvee";"1997 juni";
"Overig pluimvee";"1997 juli";
"Overig pluimvee";"1997 augustus";
"Overig pluimvee";"1997 september";
"Overig pluimvee";"1997 oktober";
"Overig pluimvee";"1997 november";
"Overig pluimvee";"1997 december";
"Overig pluimvee";"1997";
"Overig pluimvee";"1998 januari";
"Overig pluimvee";"1998 februari";
"Overig pluimvee";"1998 maart";
"Overig pluimvee";"1998 april";
"Overig pluimvee";"1998 mei";
"Overig pluimvee";"1998 juni";
"Overig pluimvee";"1998 juli";
"Overig pluimvee";"1998 augustus";
"Overig pluimvee";"1998 september";
"Overig pluimvee";"1998 oktober";
"Overig pluimvee";"1998 november";
"Overig pluimvee";"1998 december";
"Overig pluimvee";"1998";
"Overig pluimvee";"1999 januari";
"Overig pluimvee";"1999 februari";
"Overig pluimvee";"1999 maart";
"Overig pluimvee";"1999 april";
"Overig pluimvee";"1999 mei";
"Overig pluimvee";"1999 juni";
"Overig pluimvee";"1999 juli";
"Overig pluimvee";"1999 augustus";
"Overig pluimvee";"1999 september";
"Overig pluimvee";"1999 oktober";
"Overig pluimvee";"1999 november";
"Overig pluimvee";"1999 december";
"Overig pluimvee";"1999";
"Overig pluimvee";"2000 januari";
"Overig pluimvee";"2000 februari";
"Overig pluimvee";"2000 maart";
"Overig pluimvee";"2000 april";
"Overig pluimvee";"2000 mei";
"Overig pluimvee";"2000 juni";
"Overig pluimvee";"2000 juli";
"Overig pluimvee";"2000 augustus";
"Overig pluimvee";"2000 september";
"Overig pluimvee";"2000 oktober";
"Overig pluimvee";"2000 november";
"Overig pluimvee";"2000 december";
"Overig pluimvee";"2000";
"Overig pluimvee";"2001 januari";17,6
"Overig pluimvee";"2001 februari";11
"Overig pluimvee";"2001 maart";14,4
"Overig pluimvee";"2001 april";19,9
"Overig pluimvee";"2001 mei";25,1
"Overig pluimvee";"2001 juni";14,1
"Overig pluimvee";"2001 juli";15
"Overig pluimvee";"2001 augustus";13,2
"Overig pluimvee";"2001 september";9,6
"Overig pluimvee";"2001 oktober";21,8
"Overig pluimvee";"2001 november";21,3
"Overig pluimvee";"2001 december";0,7
"Overig pluimvee";"2001";183,7
"Overig pluimvee";"2002 januari";11,9
"Overig pluimvee";"2002 februari";21,7
"Overig pluimvee";"2002 maart";16,8
"Overig pluimvee";"2002 april";14,8
"Overig pluimvee";"2002 mei";20,3
"Overig pluimvee";"2002 juni";12,1
